1 0 1 -1 -1
2 1 1 -1 -1
2 0 1 -1 -1
3 0 -1 1 0
3 1 1 -1 -1
3 2 -1 -1 -1
4 0 -1 2 0
4 1 -1 -1 -1
4 2 -1 -1 -1
4 3 -1 -1 -1
5 0 -1 3 1
5 1 -1 -1 -1
5 2 1 -1 -1
5 3 -1 -1 -1
5 4 -1 -1 -1
6 0 1 -1 -1
6 1 -1 -1 -1
6 2 1 -1 -1
6 3 1 -1 -1
6 4 -1 -1 -1
6 5 1 -1 -1
7 0 -1 5 2
7 1 1 -1 -1
7 2 -1 3 0
7 3 1 -1 -1
7 4 -1 -1 -1
7 5 1 -1 -1
7 6 -1 -1 -1
8 2 -1 4 0
8 3 -1 3 0
8 0 -1 6 0
8 1 -1 -1 -1
8 4 -1 -1 -1
8 5 -1 -1 -1
8 6 -1 -1 -1
8 7 -1 -1 -1
9 0 -1 7 1
9 1 -1 -1 -1
9 2 -1 5 1
9 3 -1 4 0
9 4 1 -1 -1
9 5 -1 -1 -1
9 6 -1 -1 -1
9 7 -1 -1 -1
9 8 -1 -1 -1
10 1 -1 -1 -1
10 0 1 -1 -1
10 2 1 2 0
10 3 -1 5 1
10 4 -1 3 1
10 5 -1 -1 -1
10 6 -1 -1 -1
10 7 1 -1 -1
10 8 -1 -1 -1
10 9 1 -1 -1
11 0 -1 9 4
11 1 1 -1 -1
11 3 1 2 0
11 4 -1 5 0
11 5 1 -1 -1
11 6 -1 -1 -1
11 2 1 3 1
11 7 1 -1 -1
11 8 1 -1 -1
11 9 1 -1 -1
11 10 -1 -1 -1
12 0 -1 10 0
12 1 -1 -1 -1
12 2 -1 8 0
12 3 1 2 0
12 4 -1 6 1
12 5 -1 5 2
12 6 -1 -1 -1
12 7 -1 -1 -1
12 8 1 -1 -1
12 9 -1 -1 -1
12 10 -1 -1 -1
12 11 -1 -1 -1
13 0 -1 11 1
13 1 -1 -1 -1
13 2 -1 9 0
13 3 -1 8 0
13 4 -1 3 0
13 5 -1 6 0
13 6 1 5 2
13 7 -1 -1 -1
13 8 -1 -1 -1
13 9 -1 -1 -1
13 10 -1 -1 -1
13 11 -1 -1 -1
13 12 -1 -1 -1
14 0 -1 12 3
14 1 -1 -1 -1
14 2 -1 10 1
14 3 -1 9 0
14 4 -1 3 1
14 5 -1 7 1
14 6 -1 5 1
14 8 -1 -1 -1
14 9 -1 -1 -1
14 10 -1 -1 -1
14 7 -1 -1 -1
14 11 -1 -1 -1
14 12 -1 -1 -1
14 13 -1 -1 -1
15 0 -1 13 6
15 1 -1 -1 -1
15 2 -1 11 4
15 3 -1 10 1
15 4 -1 9 2
15 5 1 3 0
15 6 -1 7 0
15 7 1 -1 -1
15 8 -1 -1 -1
15 9 1 -1 -1
15 10 -1 -1 -1
15 11 -1 -1 -1
15 12 -1 -1 -1
15 13 -1 -1 -1
15 14 -1 -1 -1
16 0 1 -1 -1
16 1 -1 -1 -1
16 2 -1 12 2
16 3 -1 11 4
16 4 -1 10 3
16 5 -1 9 4
16 6 -1 8 1
16 7 1 -1 -1
16 8 1 -1 -1
16 9 -1 -1 -1
16 10 -1 -1 -1
16 11 -1 -1 -1
16 12 -1 -1 -1
16 13 -1 -1 -1
16 14 -1 -1 -1
16 15 1 -1 -1
17 0 -1 15 5
17 1 1 -1 -1
17 2 -1 13 3
17 3 -1 12 2
17 5 -1 10 0
17 6 1 5 2
17 4 1 3 1
17 8 1 7 1
17 9 -1 -1 -1
17 7 -1 8 0
17 10 1 -1 -1
17 11 -1 -1 -1
17 12 1 -1 -1
17 13 -1 -1 -1
17 15 1 -1 -1
17 14 -1 -1 -1
17 16 -1 -1 -1
18 0 -1 16 0
18 1 -1 -1 -1
18 3 -1 13 3
18 4 1 5 0
18 5 -1 11 1
18 2 -1 14 5
18 6 1 5 0
18 7 -1 9 0
18 8 -1 8 0
18 10 -1 -1 -1
18 9 -1 -1 -1
18 11 1 -1 -1
18 12 -1 -1 -1
18 13 1 -1 -1
18 14 -1 -1 -1
18 15 -1 -1 -1
18 16 -1 -1 -1
18 17 -1 -1 -1
19 0 -1 17 1
19 1 -1 -1 -1
19 2 -1 15 4
19 3 -1 14 5
19 4 -1 13 0
19 5 -1 12 3
19 6 -1 11 0
19 7 -1 10 1
19 8 -1 9 0
19 9 1 -1 -1
19 10 -1 -1 -1
19 11 -1 -1 -1
19 12 -1 -1 -1
19 13 -1 -1 -1
19 14 -1 -1 -1
19 15 -1 -1 -1
19 16 -1 -1 -1
19 17 -1 -1 -1
19 18 -1 -1 -1
20 0 -1 18 4
20 1 -1 -1 -1
20 2 -1 16 4
20 3 -1 15 4
20 4 -1 14 0
20 5 -1 13 6
20 6 -1 12 0
20 7 -1 11 4
20 8 -1 10 1
20 9 -1 9 4
20 10 -1 -1 -1
20 11 -1 -1 -1
20 13 -1 -1 -1
20 12 -1 -1 -1
20 15 -1 -1 -1
20 14 -1 -1 -1
20 16 -1 -1 -1
20 17 -1 -1 -1
20 18 -1 -1 -1
20 19 -1 -1 -1
21 0 -1 19 9
21 1 -1 -1 -1
21 3 -1 16 4
21 4 -1 15 1
21 2 -1 17 7
21 5 1 5 1
21 6 -1 13 1
21 7 -1 12 2
21 8 -1 11 4
21 9 -1 10 0
21 11 -1 -1 -1
21 10 1 9 4
21 12 -1 -1 -1
21 13 -1 -1 -1
21 15 1 -1 -1
21 16 -1 -1 -1
21 14 -1 -1 -1
21 18 -1 -1 -1
21 17 -1 -1 -1
21 20 -1 -1 -1
21 19 -1 -1 -1
22 0 1 -1 -1
22 1 -1 -1 -1
